Occupations,Gender,Boroughs,year,Salary,year_range,Salary_avg,Salary_year,Salary_county,Salary_gender,Salary_YearlyAvg
Health technologists and technicians,Male,Queens County,year2015,40616.0,year2014_2016,44490.66666666666,44137.433333333334,44763.7,48739.62,41390.0
Health technologists and technicians,Male,Queens County,year2016,50358.0,year2014_2016,44490.66666666666,44137.433333333334,44763.7,48739.62,44839.6
Health technologists and technicians,Male,Queens County,year2017,46818.0,year2017_2019,47669.66666666666,50695.6,44763.7,48739.62,46589.3
Health technologists and technicians,Male,Queens County,year2018,50872.0,year2017_2019,47669.66666666666,50695.6,44763.7,48739.62,52378.6
Health technologists and technicians,Male,Queens County,year2019,45319.0,year2017_2019,47669.66666666666,50695.6,44763.7,48739.62,53118.9
Healthcare support occupations,Male,Queens County,year2010,33157.0,year2010_2013,31353.5,26701.375,28387.65,29284.28,28315.1
Healthcare support occupations,Male,Queens County,year2011,33189.0,year2010_2013,31353.5,26701.375,28387.65,29284.28,26334.3
Healthcare support occupations,Male,Queens County,year2012,30692.0,year2010_2013,31353.5,26701.375,28387.65,29284.28,25868.3
Healthcare support occupations,Male,Queens County,year2013,28376.0,year2010_2013,31353.5,26701.375,28387.65,29284.28,26287.8
Healthcare support occupations,Male,Queens County,year2014,35383.0,year2014_2016,31666.66666666667,25633.000000000004,28387.65,29284.28,24499.6
Healthcare support occupations,Male,Queens County,year2015,28832.0,year2014_2016,31666.66666666667,25633.000000000004,28387.65,29284.28,26647.6
Healthcare support occupations,Male,Queens County,year2016,30785.0,year2014_2016,31666.66666666667,25633.000000000004,28387.65,29284.28,25751.8
Healthcare support occupations,Male,Queens County,year2017,33452.0,year2017_2019,32085.0,26255.399999999998,28387.65,29284.28,25245.4
Healthcare support occupations,Male,Queens County,year2018,33930.0,year2017_2019,32085.0,26255.399999999998,28387.65,29284.28,26585.2
Healthcare support occupations,Male,Queens County,year2019,28873.0,year2017_2019,32085.0,26255.399999999998,28387.65,29284.28,26935.6
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Queens County,year2010,41570.0,year2010_2013,35280.0,31289.725,30933.65,37739.66,30261.3
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Queens County,year2011,34181.0,year2010_2013,35280.0,31289.725,30933.65,37739.66,29108.1
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Queens County,year2012,33547.0,year2010_2013,35280.0,31289.725,30933.65,37739.66,32949.6
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Queens County,year2013,31822.0,year2010_2013,35280.0,31289.725,30933.65,37739.66,32839.9
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Queens County,year2014,31672.0,year2014_2016,36864.66666666666,29514.2,30933.65,37739.66,29797.5
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Queens County,year2015,42581.0,year2014_2016,36864.66666666666,29514.2,30933.65,37739.66,30215.6
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Queens County,year2016,36341.0,year2014_2016,36864.66666666666,29514.2,30933.65,37739.66,28529.5
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Queens County,year2017,35603.0,year2017_2019,38524.333333333336,35835.1,30933.65,37739.66,38574.0
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Queens County,year2018,42549.0,year2017_2019,38524.333333333336,35835.1,30933.65,37739.66,34964.8
"Fire fighting and prevention, and other protective service workers including supervisors",Male,Queens County,year2019,37421.0,year2017_2019,38524.333333333336,35835.1,30933.65,37739.66,33966.5
Law enforcement workers including supervisors,Male,Queens County,year2010,72227.0,year2010_2013,76122.25,68153.2,67538.4,74634.08,68247.6
Law enforcement workers including supervisors,Male,Queens County,year2011,80598.0,year2010_2013,76122.25,68153.2,67538.4,74634.08,70108.7
Law enforcement workers including supervisors,Male,Queens County,year2012,80755.0,year2010_2013,76122.25,68153.2,67538.4,74634.08,66834.1
Law enforcement workers including supervisors,Male,Queens County,year2013,70909.0,year2010_2013,76122.25,68153.2,67538.4,74634.08,67422.4
Law enforcement workers including supervisors,Male,Queens County,year2014,71779.0,year2014_2016,68512.66666666669,67705.0,67538.4,74634.08,69203.4
Law enforcement workers including supervisors,Male,Queens County,year2015,72068.0,year2014_2016,68512.66666666669,67705.0,67538.4,74634.08,69478.0
Law enforcement workers including supervisors,Male,Queens County,year2016,61691.0,year2014_2016,68512.66666666669,67705.0,67538.4,74634.08,64433.6
Law enforcement workers including supervisors,Male,Queens County,year2017,90325.0,year2017_2019,77389.33333333331,71211.86666666667,67538.4,74634.08,69608.7
Law enforcement workers including supervisors,Male,Queens County,year2018,76792.0,year2017_2019,77389.33333333331,71211.86666666667,67538.4,74634.08,68949.0
Law enforcement workers including supervisors,Male,Queens County,year2019,65051.0,year2017_2019,77389.33333333331,71211.86666666667,67538.4,74634.08,75077.9
Food preparation and serving related occupations,Male,Queens County,year2010,20747.0,year2010_2013,21691.5,18307.25,21153.45,22323.66,18100.9
Food preparation and serving related occupations,Male,Queens County,year2011,22113.0,year2010_2013,21691.5,18307.25,21153.45,22323.66,18584.2
Food preparation and serving related occupations,Male,Queens County,year2012,21379.0,year2010_2013,21691.5,18307.25,21153.45,22323.66,17711.9
Food preparation and serving related occupations,Male,Queens County,year2013,22527.0,year2010_2013,21691.5,18307.25,21153.45,22323.66,18832.0
Food preparation and serving related occupations,Male,Queens County,year2014,21809.0,year2014_2016,22971.0,19222.46666666667,21153.45,22323.66,17564.5
Food preparation and serving related occupations,Male,Queens County,year2015,23044.0,year2014_2016,22971.0,19222.46666666667,21153.45,22323.66,19305.9
Food preparation and serving related occupations,Male,Queens County,year2016,24060.0,year2014_2016,22971.0,19222.46666666667,21153.45,22323.66,20797.0
Food preparation and serving related occupations,Male,Queens County,year2017,25635.0,year2017_2019,27315.33333333333,23472.73333333333,21153.45,22323.66,21389.6
Food preparation and serving related occupations,Male,Queens County,year2018,27511.0,year2017_2019,27315.33333333333,23472.73333333333,21153.45,22323.66,24147.0
Food preparation and serving related occupations,Male,Queens County,year2019,28800.0,year2017_2019,27315.33333333333,23472.73333333333,21153.45,22323.66,24881.6
Building and grounds cleaning and maintenance occupations,Male,Queens County,year2010,31731.0,year2010_2013,32016.0,23135.075,25875.15,31014.96,23259.2
Building and grounds cleaning and maintenance occupations,Male,Queens County,year2011,33286.0,year2010_2013,32016.0,23135.075,25875.15,31014.96,23153.3
Building and grounds cleaning and maintenance occupations,Male,Queens County,year2012,32981.0,year2010_2013,32016.0,23135.075,25875.15,31014.96,23100.4
Building and grounds cleaning and maintenance occupations,Male,Queens County,year2013,30066.0,year2010_2013,32016.0,23135.075,25875.15,31014.96,23027.4
Building and grounds cleaning and maintenance occupations,Male,Queens County,year2014,33178.0,year2014_2016,31938.0,24679.03333333334,25875.15,31014.96,22849.4
Building and grounds cleaning and maintenance occupations,Male,Queens County,year2015,30160.0,year2014_2016,31938.0,24679.03333333334,25875.15,31014.96,24977.5
Building and grounds cleaning and maintenance occupations,Male,Queens County,year2016,32476.0,year2014_2016,31938.0,24679.03333333334,25875.15,31014.96,26210.2
Building and grounds cleaning and maintenance occupations,Male,Queens County,year2017,32848.0,year2017_2019,33482.666666666664,28573.63333333334,25875.15,31014.96,28024.3
Building and grounds cleaning and maintenance occupations,Male,Queens County,year2018,31536.0,year2017_2019,33482.666666666664,28573.63333333334,25875.15,31014.96,27660.7
Building and grounds cleaning and maintenance occupations,Male,Queens County,year2019,36064.0,year2017_2019,33482.666666666664,28573.63333333334,25875.15,31014.96,30035.9
Personal care and service occupations,Male,Queens County,year2010,27053.0,year2010_2013,25952.5,21011.5,22950.3,27136.92,21675.7
Personal care and service occupations,Male,Queens County,year2011,25155.0,year2010_2013,25952.5,21011.5,22950.3,27136.92,22224.5
Personal care and service occupations,Male,Queens County,year2012,25848.0,year2010_2013,25952.5,21011.5,22950.3,27136.92,19194.3
Personal care and service occupations,Male,Queens County,year2013,25754.0,year2010_2013,25952.5,21011.5,22950.3,27136.92,20951.5
Personal care and service occupations,Male,Queens County,year2014,27488.0,year2014_2016,28229.66666666667,20843.333333333336,22950.3,27136.92,19475.6
Personal care and service occupations,Male,Queens County,year2015,26168.0,year2014_2016,28229.66666666667,20843.333333333336,22950.3,27136.92,20143.8
Personal care and service occupations,Male,Queens County,year2016,31033.0,year2014_2016,28229.66666666667,20843.333333333336,22950.3,27136.92,22910.6
Personal care and service occupations,Male,Queens County,year2017,30474.0,year2017_2019,30359.0,25723.533333333344,22950.3,27136.92,23227.9
Personal care and service occupations,Male,Queens County,year2018,29371.0,year2017_2019,30359.0,25723.533333333344,22950.3,27136.92,27452.7
Personal care and service occupations,Male,Queens County,year2019,31232.0,year2017_2019,30359.0,25723.533333333344,22950.3,27136.92,26490.0
Sales and related occupations,Male,Queens County,year2010,31098.0,year2010_2013,28536.25,31850.1,25916.6,43636.78,31559.5
Sales and related occupations,Male,Queens County,year2011,26766.0,year2010_2013,28536.25,31850.1,25916.6,43636.78,30991.4
Sales and related occupations,Male,Queens County,year2012,27879.0,year2010_2013,28536.25,31850.1,25916.6,43636.78,31802.1
Sales and related occupations,Male,Queens County,year2013,28402.0,year2010_2013,28536.25,31850.1,25916.6,43636.78,33047.4
Sales and related occupations,Male,Queens County,year2014,30788.0,year2014_2016,30831.66666666667,33884.4,25916.6,43636.78,34313.0
Sales and related occupations,Male,Queens County,year2015,31687.0,year2014_2016,30831.66666666667,33884.4,25916.6,43636.78,33053.7
Sales and related occupations,Male,Queens County,year2016,30020.0,year2014_2016,30831.66666666667,33884.4,25916.6,43636.78,34286.5
Sales and related occupations,Male,Queens County,year2017,32125.0,year2017_2019,36016.666666666664,38597.83333333334,25916.6,43636.78,35174.1
Sales and related occupations,Male,Queens County,year2018,39229.0,year2017_2019,36016.666666666664,38597.83333333334,25916.6,43636.78,40100.8
Sales and related occupations,Male,Queens County,year2019,36696.0,year2017_2019,36016.666666666664,38597.83333333334,25916.6,43636.78,40518.6
Office and administrative support occupations,Male,Queens County,year2010,32054.0,year2010_2013,32656.5,33996.275,35882.55,36337.16,33895.3
Office and administrative support occupations,Male,Queens County,year2011,33028.0,year2010_2013,32656.5,33996.275,35882.55,36337.16,33567.9
Office and administrative support occupations,Male,Queens County,year2012,33936.0,year2010_2013,32656.5,33996.275,35882.55,36337.16,34271.2
Office and administrative support occupations,Male,Queens County,year2013,31608.0,year2010_2013,32656.5,33996.275,35882.55,36337.16,34250.7
Office and administrative support occupations,Male,Queens County,year2014,31514.0,year2014_2016,34111.333333333336,34316.0,35882.55,36337.16,33121.8
Office and administrative support occupations,Male,Queens County,year2015,33646.0,year2014_2016,34111.333333333336,34316.0,35882.55,36337.16,33969.0
Office and administrative support occupations,Male,Queens County,year2016,37174.0,year2014_2016,34111.333333333336,34316.0,35882.55,36337.16,35857.2
Office and administrative support occupations,Male,Queens County,year2017,38914.0,year2017_2019,41546.333333333336,40532.43333333333,35882.55,36337.16,37235.8
Office and administrative support occupations,Male,Queens County,year2018,45272.0,year2017_2019,41546.333333333336,40532.43333333333,35882.55,36337.16,42117.6
Office and administrative support occupations,Male,Queens County,year2019,40453.0,year2017_2019,41546.333333333336,40532.43333333333,35882.55,36337.16,42243.9
"Farming, fishing, and forestry occupations",Male,Queens County,year2010,23383.0,year2010_2013,24649.0,27154.708333333336,26008.966666666667,25023.52499999999,26358.875
"Farming, fishing, and forestry occupations",Male,Queens County,year2011,14692.0,year2010_2013,24649.0,27154.708333333336,26008.966666666667,25023.52499999999,26967.341666666667
"Farming, fishing, and forestry occupations",Male,Queens County,year2012,30004.0,year2010_2013,24649.0,27154.708333333336,26008.966666666667,25023.52499999999,30941.74166666667
"Farming, fishing, and forestry occupations",Male,Queens County,year2013,30517.0,year2010_2013,24649.0,27154.708333333336,26008.966666666667,25023.52499999999,24350.874999999996
"Farming, fishing, and forestry occupations",Male,Queens County,year2014,3226.0,year2014_2016,18250.33333333333,14898.604166666664,26008.966666666667,25023.52499999999,12003.620833333332
"Farming, fishing, and forestry occupations",Male,Queens County,year2015,26057.0,year2014_2016,18250.33333333333,14898.604166666664,26008.966666666667,25023.52499999999,15726.87083333333
"Farming, fishing, and forestry occupations",Male,Queens County,year2016,25468.0,year2014_2016,18250.33333333333,14898.604166666664,26008.966666666667,25023.52499999999,16965.32083333333
